,Direct Harassment corr coeff,Direct Harassment p-val,Hate Speech corr coeff,Hate Speech p-val,Others corr coeff,Others p-val,Sexual Harassment corr coeff,Sexual Harassment p-val,Toxic corr coeff,Toxic p-val,Trolling corr coeff,Trolling p-val
noun adv,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun adv adj,,,,,,,,,,,,
noun adv adj adj,,,,,,,,,,,,
noun adv adj noun,,,,,,,,,,,,
noun adv adv,,,,,,,,,,,,
noun adv adv noun,,,,,,,,,,,,
noun adv adv verb,,,,,,,,,,,,
noun adv emoji,,,,,,,,,,,,
noun adv emoji propn,,,,,,,,,,,,
noun adv intj,,,,,,,,,,,,
noun adv intj adj,,,,,,,,,,,,
noun adv noun,,,,,,,,,,,,
noun adv noun adj,,,,,,,,,,,,
noun adv noun adv,,,,,,,,,,,,
noun adv noun noun,,,,,,,,,,,,
noun adv noun verb,,,,,,,,,,,,
noun adv num,,,,,,,,,,,,
noun adv num noun,,,,,,,,,,,,
noun adv pron,,,,,,,,,,,,
noun adv pron verb,,,,,,,,,,,,
noun adv propn,,,,,,,,,,,,
noun adv verb,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun adv verb noun,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun adv verb verb,,,,,,,,,,,,
noun emoji,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun emoji adj,,,,,,,,,,,,
noun emoji adj adj,,,,,,,,,,,,
noun emoji adj propn,,,,,,,,,,,,
noun emoji emoji,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun emoji emoji emoji,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun emoji noun,,,,,,,,,,,,
noun emoji noun emoji,,,,,,,,,,,,
noun emoji propn,,,,,,,,,,,,
noun emoji propn emoji,,,,,,,,,,,,
noun intj,,,,,,,,,,,,
noun intj pron,,,,,,,,,,,,
noun intj pron verb,,,,,,,,,,,,
noun intj verb,,,,,,,,,,,,
noun intj verb noun,,,,,,,,,,,,
noun intj verb verb,,,,,,,,,,,,
noun noun,0.46475800154489,0.3530568618495133,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,0.7745966692414834,0.07048399691021993,-0.3098386676965934,0.5501142545045465
noun noun adj,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun noun adj adj,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun noun adj intj,,,,,,,,,,,,
noun noun adj noun,,,,,,,,,,,,
noun noun adj verb,,,,,,,,,,,,
noun noun adp,,,,,,,,,,,,
noun noun adp noun,,,,,,,,,,,,
noun noun adp propn,,,,,,,,,,,,
noun noun adv,,,,,,,,,,,,
noun noun adv adj,,,,,,,,,,,,
noun noun adv noun,,,,,,,,,,,,
noun noun adv propn,,,,,,,,,,,,
noun noun emoji,,,,,,,,,,,,
noun noun emoji adj,,,,,,,,,,,,
noun noun emoji emoji,,,,,,,,,,,,
noun noun emoji noun,,,,,,,,,,,,
noun noun intj,,,,,,,,,,,,
noun noun intj verb,,,,,,,,,,,,
noun noun noun,,,,,,,,,,,,
noun noun noun adj,,,,,,,,,,,,
noun noun noun emoji,,,,,,,,,,,,
noun noun noun noun,,,,,,,,,,,,
noun noun noun num,,,,,,,,,,,,
noun noun noun pron,,,,,,,,,,,,
noun noun noun propn,,,,,,,,,,,,
noun noun noun verb,,,,,,,,,,,,
noun noun num,,,,,,,,,,,,
noun noun num noun,,,,,,,,,,,,
noun noun num verb,,,,,,,,,,,,
noun noun pron,,,,,,,,,,,,
noun noun pron verb,,,,,,,,,,,,
noun noun propn,,,,,,,,,,,,
noun noun propn adp,,,,,,,,,,,,
noun noun propn emoji,,,,,,,,,,,,
noun noun propn noun,,,,,,,,,,,,
noun noun propn propn,,,,,,,,,,,,
noun noun propn verb,,,,,,,,,,,,
noun noun verb,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
