,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
socialism america,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
socialism communism,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
socialism country,,,,,,
socialism distancing,0.704,0.0,0.704,0.704,0.704,0.704
socialism distancing vote,,,,,,
socialism fatal,0.704,0.0,0.704,0.704,0.704,0.704
socialism fatal attraction,0.704,0.0,0.704,0.704,0.704,0.704
socialism freedom,0.704,0.0,0.704,0.704,0.704,0.704
socialism freedom americans,0.704,0.0,0.704,0.704,0.704,0.704
socialism kid,0.704,0.0,0.704,0.704,0.704,0.704
socialism kommunism,0.704,0.0,0.704,0.704,0.704,0.704
socialism kommunism anarchy,0.704,0.0,0.704,0.704,0.704,0.704
socialism sander,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
socialism sander aoc,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
socialism save,0.704,0.0,0.704,0.704,0.704,0.704
socialism save america,0.704,0.0,0.704,0.704,0.704,0.704
socialism slippery,,,,,,
socialism slippery slope,,,,,,
socialism suck,0.704,0.0,0.704,0.704,0.704,0.704
socialism trump,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
socialism trump 2020,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
socialism vote,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133
socialism vote trump,0.704,0.704,0.704,0.704,0.704,0.0
socialist communist,0.704,0.0,0.704,0.704,0.704,0.704
socialist world,0.704,0.704,0.704,0.704,0.704,0.0
socialists biden,,,,,,
socialists office,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
socialists office stand,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
socialized medicine,0.704,0.0,0.704,0.704,0.704,0.704
soldier responder,,,,,,
soldier responder ultimate,,,,,,
soldier trump,0.704,0.0,0.704,0.704,0.704,0.704
solid red,,,,,,
solid red god,,,,,,
solsbury hill,,,,,,
solsbury hill trump,,,,,,
somali woman,,,,,,
son god,,,,,,
son god save,,,,,,
son hunter,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848
son prison,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
son prison 2020,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
song suck,,,,,,
sonic booooooooooom,,,,,,
sonic wave,,,,,,
sonic wave come,,,,,,
soo tired,,,,,,
soul china,0.5870496397870562,0.5870496397870562,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.11611652351681541
soul let,0.704,0.704,0.704,0.0,0.704,0.704
sound judge,0.704,0.704,0.704,0.0,0.704,0.704
sound judge paul,0.704,0.704,0.704,0.0,0.704,0.704
sound ðÿ,,,,,,
sound ðÿ ðÿ,,,,,,
south africa,,,,,,
south carolina,,,,,,
south carolina trump,,,,,,
space force,,,,,,
space force baby,,,,,,
speak english,,,,,,
speak truth,,,,,,
spirit strong,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848
spirit strong grey,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848
spread armed,,,,,,
spread armed chaos,,,,,,
spread covid,0.704,0.704,0.704,0.0,0.704,0.704
spread world,0.704,0.0,0.704,0.704,0.704,0.704
squad 2020,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.5870496397870562,0.40178766311618047,0.40178766311618047
stake voice,,,,,,
stake voice 1st,,,,,,
stake wake,,,,,,
stake wake vo,,,,,,
stake way,,,,,,
stake way life,,,,,,
stand country,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
stand country constitution,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
stand freedom,,,,,,
stand god,,,,,,
stand pence,,,,,,
stand pence fly,,,,,,
stand strong,0.704,0.704,0.704,0.0,0.704,0.704
stand support,,,,,,
stand trumpðÿ,,,,,,
stand trumpðÿ ³â,,,,,,
start election,,,,,,
start election wait,,,,,,
state big,,,,,,
state gov,,,,,,
state landslide,,,,,,
state michigan,,,,,,
state red,,,,,,
state red trump,,,,,,
state research,0.5870496397870562,0.5870496397870562,0.40178766311618047,0.11611652351681541,0.40178766311618047,0.40178766311618047
state start,,,,,,
state start election,,,,,,
state trump,,,,,,
state trump win,,,,,,
state try,,,,,,
state vote,,,,,,
state win,,,,,,
states america,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
states america bear,,,,,,
states biden,0.704,0.704,0.704,0.704,0.704,0.0
states trump,0.704,0.0,0.704,0.704,0.704,0.704
status lose,,,,,,
stay away,,,,,,
stay course,,,,,,
stay course vote,,,,,,
stay home,,,,,,
stay home vote,,,,,,
stay red,,,,,,
stay safe,,,,,,
stay strong,,,,,,
stay strong open,,,,,,
stay warm,,,,,,
stayhome stayhome,,,,,,
stayhome stayhome stayhome,,,,,,
steal election,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
steal election make,,,,,,
steal election operation,0.704,0.704,0.704,0.0,0.704,0.704
steal vote,,,,,,
steve bannon,,,,,,
stiller thank,,,,,,
stimulus check,,,,,,
stimulus executive,,,,,,
stimulus executive order,,,,,,
stock market,,,,,,
stolen burned,,,,,,
stop censorship,,,,,,
stop come,,,,,,
stop hammer,,,,,,
stop hammer scorecard,,,,,,
stop lie,,,,,,
stop protection,,,,,,
stop protection twitter,,,,,,
stop radical,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
stop say,,,,,,
stop say absolutely,,,,,,
stop say œabsolutelyâ,,,,,,
stop whats,,,,,,
stop whats come,,,,,,
stop whats cqming,,,,,,
straight gop,,,,,,
straight red,,,,,,
straight red ticket,,,,,,
straight republican,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.5870496397870562,0.40178766311618047
straight republican ticket,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.5870496397870562,0.40178766311618047
straight ticket,,,,,,
stream medium,,,,,,
stream thank,,,,,,
stream thank share,,,,,,
stream usa,,,,,,
streamðÿ thank,,,,,,
streamðÿ thank share,,,,,,
street shoot,,,,,,
street shoot indiscriminately,,,,,,
streets people,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
streets people shoot,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
strength honour,,,,,,
strength honour trump,,,,,,
strong free,,,,,,
strong grey,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848
strong grey hair,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848
strong military,,,,,,
strong open,,,,,,
strong open illinois,,,,,,
strong trump,,,,,,
strong vote,,,,,,
stuff illegal,0.704,0.0,0.704,0.704,0.704,0.704
stuff illegal biden,0.704,0.0,0.704,0.704,0.704,0.704
stupid people,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
stupid thing,0.704,0.704,0.704,0.0,0.704,0.704
subscribe right,,,,,,
subscribe right broadcasting,,,,,,
subscribe series,,,,,,
subscribe share,,,,,,
subscribe share rsbn,,,,,,
suburban woman,,,,,,
suburban women,,,,,,
suburbs safe,,,,,,
suck choice,,,,,,
suck trump,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
suck trump suck,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
suck ðÿ,1.0,0.2605745473680252,1.0,0.2605745473680252,0.2605745473680252,0.2605745473680252
suck ðÿ choice,1.0,0.2605745473680252,1.0,0.2605745473680252,0.2605745473680252,0.2605745473680252
suite box,,,,,,
suite box 344,,,,,,
sun shine,,,,,,
sunglass cuz,0.704,0.704,0.704,0.704,0.704,0.0
sunny yu,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
sunrise movement,,,,,,
sunrise movement antifa,,,,,,
sup great,,,,,,
sup great jedi,,,,,,
sup great jediðÿ,,,,,,
super chat,,,,,,
super predators,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
super spreader,,,,,,
super trump,,,,,,
supertrump supertrump,,,,,,
supertrump supertrump supertrump,,,,,,
support abortion,0.704,0.704,0.704,0.0,0.704,0.704
support blue,,,,,,
support china,0.704,0.704,0.704,0.0,0.704,0.704
support dog,0.704,0.704,0.704,0.704,0.704,0.0
support dog tomorrow,0.704,0.704,0.704,0.704,0.704,0.0
support law,,,,,,
support law enforcement,,,,,,
support police,,,,,,
support police vote,,,,,,
support president,,,,,,
support president trump,,,,,,
support rsbn,,,,,,
support rsbn _rsbnlogo,,,,,,
support trump,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
supporter believe,0.7926638356375505,0.12487982574290808,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828
supporter believe deal,0.7926638356375505,0.12487982574290808,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828
supporter coward,,,,,,
supporter coward say,,,,,,
supporter trump,,,,,,
supporter want,,,,,,
suppression poll,,,,,,
supreme court,,,,,,
sure sound,,,,,,
sure sound ðÿ,,,,,,
sure vote,,,,,,
sure watch,,,,,,
sure watch poll,,,,,,
surf board,,,,,,
surgery 1988,,,,,,
surprise love,,,,,,
survival rate,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
susan crouse,,,,,,
sveral shoot,0.704,0.704,0.704,0.0,0.704,0.704
sveral shoot policeman,0.704,0.704,0.704,0.0,0.704,0.704
swamp _rsbnusa2,,,,,,
swamp creature,,,,,,
swamp deep,,,,,,
swamp evil,0.704,0.0,0.704,0.704,0.704,0.704
swamp evil corrupt,0.704,0.0,0.704,0.704,0.704,0.704
swamp exploit,0.5870496397870562,0.5870496397870562,0.40178766311618047,0.11611652351681541,0.40178766311618047,0.40178766311618047
swamp exploit virus,0.5870496397870562,0.5870496397870562,0.40178766311618047,0.11611652351681541,0.40178766311618047,0.40178766311618047
swamp house,,,,,,
swamp house government,,,,,,
swamp liquid,,,,,,
swamp lock,0.7892821792064089,0.24198153056802077,0.40178766311618047,0.24198153056802077,0.40178766311618047,0.40178766311618047
swamp lock lock,0.7892821792064089,0.24198153056802077,0.40178766311618047,0.24198153056802077,0.40178766311618047,0.40178766311618047
swamp mainstream,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.5870496397870562,0.40178766311618047
swamp mainstream social,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.5870496397870562,0.40178766311618047
swamp thanksdoc,,,,,,
swamp thanksdoc thanksdoc,,,,,,
sweden trump,,,,,,
switch trump,,,,,,
switzerland trump,,,,,,
sylvia garcia,,,,,,
sylvia garcia welcome,,,,,,
ta moche,,,,,,
takeout takeout,,,,,,
takeout takeout takeout,,,,,,
takeover vote,0.704,0.0,0.704,0.704,0.704,0.704
takeover vote trump,0.704,0.0,0.704,0.704,0.704,0.704
takin care,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
takin care business,,,,,,
talk 50,,,,,,
talk 50 shot,,,,,,
talk president,,,,,,
talk president family,,,,,,
tamala harris,,,,,,
tape blue,,,,,,
tape blue blue,,,,,,
tape today,,,,,,
tax cut,,,,,,
tax hiker,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
tax hiker biden,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
tax man,0.704,0.0,0.704,0.704,0.704,0.704
tax rich,,,,,,
tax rich mean,,,,,,
taxi china,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
taxi china want,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
taxi low,,,,,,
taylor marshall,,,,,,
te _rsbngovote,,,,,,
te _rsbngovote _rsbngovote,,,,,,
teach child,,,,,,
team america,,,,,,
team joe,0.4103036364236828,0.7926638356375505,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.4103036364236828
team joe vote,0.4103036364236828,0.7926638356375505,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.4103036364236828
team trump,,,,,,
teamsters trump,,,,,,
tech traitor,,,,,,
tech traitor people,,,,,,
technology design,,,,,,
technology design manipulate,,,,,,
technology manipulate,,,,,,
technology manipulate vote,,,,,,
ted cruz,,,,,,
teflon don,,,,,,
tell democrats,,,,,,
tell democrats founding,,,,,,
tell man,,,,,,
term abortionist,,,,,,
term abortionist biden,,,,,,
term limit,,,,,,
term term,,,,,,
term term term,,,,,,
tern republicans,,,,,,
tern republicans stay,,,,,,
teror vienna,,,,,,
teror vienna austria,,,,,,
terrifying plan,,,,,,
terrifying plan spread,,,,,,
terrifying vote,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133
terrifying vote guy,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133
terror attack,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133,0.07048399691021993,0.5501142545045465
terror attack austria,0.704,0.704,0.704,0.704,0.0,0.704
terror attack austriaâš,,,,,,
terror attack gunman,0.704,0.704,0.704,0.0,0.704,0.704
terror attack vienna,0.704,0.704,0.704,0.704,0.0,0.704
terror austria,,,,,,
terror austria terrorist,,,,,,
terror canada,,,,,,
terror canada europe,,,,,,
terror endorsement,,,,,,
terror endorsement pres,,,,,,
terror europe,,,,,,
terrorist attack,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
terrorist attack austria,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
terrorist attack vienna,0.704,0.704,0.704,0.0,0.704,0.704
terrorist capture,,,,,,
terrorist capture ongoing,,,,,,
terrorist dead,0.704,0.704,0.704,0.0,0.704,0.704
terrorist dead hostages,0.704,0.704,0.704,0.0,0.704,0.704
terrorist dirty,0.704,0.704,0.704,0.0,0.704,0.704
terrorist dirty weapon,0.704,0.704,0.704,0.0,0.704,0.704
terrorist roam,,,,,,
terrorist roam vienna,,,,,,
texan trump,,,,,,
texas blue,,,,,,
texas forever,,,,,,
texas forever red,,,,,,
texas hunter,,,,,,
texas hunter hooker,,,,,,
texas love,,,,,,
texas love trump,,,,,,
texas red,,,,,,
texas stay,,,,,,
texas stay red,,,,,,
texas trump,,,,,,
texas trump 2020,,,,,,
texas trump country,,,,,,
texas trump2020,,,,,,
texas vote,,,,,,
textbooks workboots,,,,,,
textbooks workboots loot,,,,,,
thank america,,,,,,
thank beautiful,,,,,,
thank choose,,,,,,
thank choose rsbn,,,,,,
thank donald,,,,,,
thank donation,,,,,,
thank god,0.704,0.0,0.704,0.704,0.704,0.704
thank god bless,,,,,,
thank god president,,,,,,
thank great,,,,,,
thank hard,,,,,,
thank hard work,,,,,,
thank jesus,,,,,,
thank joe,,,,,,
thank john,,,,,,
thank john james,,,,,,
thank join,,,,,,
thank join lincoln,,,,,,
thank joseph,,,,,,
thank joseph shifflett,,,,,,
thank karen,,,,,,
thank karen pence,,,,,,
thank kind,,,,,,
thank kind donation,,,,,,
thank kristin,,,,,,
thank kristin watkins,,,,,,
thank lord,,,,,,
thank lord jesus,,,,,,
thank michigan,,,,,,
thank mr,,,,,,
thank mr president,,,,,,
thank patriot,,,,,,
thank patriot ðÿ,,,,,,
thank pence,,,,,,
thank potus,,,,,,
thank president,,,,,,
thank president trump,,,,,,
thank right,,,,,,
thank right broadcasting,,,,,,
thank rollingwithdjadam,,,,,,
thank rollingwithdjadam kind,,,,,,
thank rsbn,,,,,,
thank rsbn great,,,,,,
thank rsbn hard,,,,,,
thank rsbnâ,,,,,,
thank secret,,,,,,
thank secret service,,,,,,
thank service,,,,,,
thank service sacrifice,,,,,,
thank share,,,,,,
thank share social,,,,,,
thank sir,,,,,,
thank support,,,,,,
thank support rsbn,,,,,,
thank thank,,,,,,
thank traverse,,,,,,
thank traverse city,,,,,,
thank trump,,,,,,
thank trump pence,,,,,,
thank veteran,,,,,,
thank vets,,,,,,
thank vets 1st,,,,,,
thank vice,,,,,,
thank vice president,,,,,,
thank vp,,,,,,
thank vp pence,,,,,,
thank ðÿ,,,,,,
thanksdoc canada,,,,,,
thanksdoc canada love,,,,,,
thanksdoc chillwcat,,,,,,
thanksdoc chillwcat chillwcat,,,,,,
thanksdoc dothefive,,,,,,
thanksdoc elbowbump,,,,,,
thanksdoc elbowbump thanksdoc,,,,,,
thanksdoc elbowcough,,,,,,
thanksdoc god,,,,,,
thanksdoc god bless,,,,,,
thanksdoc goodvibes,,,,,,
thanksdoc pro,,,,,,
thanksdoc pro life,,,,,,
thanksdoc thank,,,,,,
thanksdoc thanksdoc,,,,,,
thanksdoc thanksdoc chillwcat,,,,,,
thanksdoc thanksdoc elbowbump,,,,,,
thanksdoc thanksdoc goodvibes,,,,,,
thanksdoc thanksdoc pro,,,,,,
thanksdoc thanksdoc thank,,,,,,
thanksdoc thanksdoc thanksdoc,,,,,,
thanksdoc thanksdoc trump,,,,,,
thanksdoc thanksdoc turn,,,,,,
thanksdoc thanksdoc virtualhug,,,,,,
thanksdoc trump,,,,,,
thanksdoc trump 2020,,,,,,
thanksdoc trump pence,,,,,,
thanksdoc turn,,,,,,
thanksdoc usa,,,,,,
thanksdoc virtualhug,,,,,,
thanksdoc virtualhug virtualhug,,,,,,
thankyou rsbn,,,,,,
thats trump,0.704,0.704,0.704,0.0,0.704,0.704
thatâ reached,,,,,,
thatâ reached potential,,,,,,
theory thatâ,,,,,,
theory thatâ reached,,,,,,
thing america,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
thing biden,0.704,0.704,0.704,0.704,0.704,0.0
thing happen,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
thing sliced,,,,,,
thing sliced bread,,,,,,
think biden,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
think joe,,,,,,
think ny,,,,,,
think pence,,,,,,
think police,,,,,,
think run,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
think run george,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
think trump,,,,,,
think win,,,,,,
thomas paine,,,,,,
thought biden,,,,,,
threaten expose,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133
thumb come,,,,,,
thumb come man,,,,,,
thumbs anti,0.704,0.0,0.704,0.704,0.704,0.704
thumbs anti biden,0.704,0.0,0.704,0.704,0.704,0.704
thumbs button,,,,,,
ticket red,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.5870496397870562,0.40178766311618047
ticket red way,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.5870496397870562,0.40178766311618047
tidal wave,0.4103036364236828,0.7926638356375505,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.4103036364236828
tidal wave come,0.704,0.704,0.704,0.704,0.704,0.0
till trump,,,,,,
time america,,,,,,
time america cut,,,,,,
time biden,,,,,,
time fight,,,,,,
time maga,,,,,,
time mr,,,,,,
time mr president,,,,,,
time open,,,,,,
time rsbngovote,,,,,,
time rsbngovote _rsbngovote,,,,,,
time say,,,,,,
time say absolutely,,,,,,
time trump,,,,,,
time vote,,,,,,
time yrs,,,,,,
time yrs reclaiming,,,,,,
timothy schar,,,,,,
timothy schar thank,,,,,,
tip scale,,,,,,
tip scale trumps,,,,,,
tired win,,,,,,
tired win win,,,,,,
tlaib vote,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
tlaib vote socialists,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
toby keith,,,,,,
today trump,,,,,,
today vienna,,,,,,
today vienna austrian,,,,,,
today vote,,,,,,
today vote trump,,,,,,
tomarrow solid,,,,,,
tomarrow solid red,,,,,,
tomorrow election,,,,,,
tomorrow love,,,,,,
tomorrow matter,,,,,,
tomorrow morning,,,,,,
tomorrow morning president,,,,,,
tomorrow night,,,,,,
tomorrow overwhelming,,,,,,
tomorrow pray,,,,,,
tomorrow pray fast,,,,,,
tomorrow president,,,,,,
tomorrow president trump,,,,,,
tomorrow red,0.5870496397870562,0.5870496397870562,0.40178766311618047,0.11611652351681541,0.40178766311618047,0.40178766311618047
tomorrow time,,,,,,
tomorrow time rsbngovote,,,,,,
tomorrow trump,,,,,,
tomorrow trump2020,,,,,,
tomorrow vote,,,,,,
tonight brett,,,,,,
tonight brett favre,,,,,,
tony stark,,,,,,
torch lake,,,,,,
toronto canada,0.704,0.704,0.704,0.0,0.704,0.704
totally corrupt,0.704,0.704,0.704,0.0,0.704,0.704
totally fake,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
totally fake news,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
touch robe,,,,,,
touch robe healed,,,,,,
tracer woman,,,,,,
tracer woman bleeding,,,,,,
tragical left,0.704,0.0,0.704,0.704,0.704,0.704
train 2020,,,,,,
train baby,,,,,,
train comin,,,,,,
train rolling,,,,,,
trainðÿš ðÿš,,,,,,
trainðÿš ðÿš ðÿš,,,,,,
traitor america,0.7892821792064089,0.24198153056802077,0.11611652351681541,0.24198153056802077,0.7892821792064089,0.7892821792064089
traitor biden,0.704,0.0,0.704,0.704,0.704,0.704
traitor criminal,0.704,0.704,0.704,0.704,0.704,0.0
traitor people,,,,,,
traitor people forget,,,,,,
trash talk,,,,,,
trash talk president,,,,,,
travel china,,,,,,
traverse city,,,,,,
traverse city cherry,,,,,,
traverse city come,,,,,,
traverse city loves,,,,,,
traverse city mi,,,,,,
traverse city michigan,,,,,,
traverse mi,,,,,,
traverse mi thanksdoc,,,,,,
traverse patriots,,,,,,
tree liberty,,,,,,
tremendous nation,0.704,0.704,0.704,0.704,0.704,0.0
tremendous nation northern,0.704,0.704,0.704,0.704,0.704,0.0
triad evil,,,,,,
triad evil communist,,,,,,
trials biden,,,,,,
triumphant trump,,,,,,
trix cereal,0.704,0.0,0.704,0.704,0.704,0.704
trix cereal socialism,0.704,0.0,0.704,0.704,0.704,0.704
trojan horse,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
trojan horse socialism,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
troll dumpster,,,,,,
trolls trump,0.704,0.0,0.704,0.704,0.704,0.704
trolls vote,,,,,,
trolls vote trump,,,,,,
troop home,,,,,,
troop trump,,,,,,
tru man,,,,,,
tru man president,,,,,,
tru silent,,,,,,
tru silent undefeated,,,,,,
truck driver,,,,,,
truck driver trump,,,,,,
true american,,,,,,
true christians,,,,,,
true christians trump,,,,,,
true patriot,,,,,,
true story,0.704,0.704,0.704,0.0,0.704,0.704
trump 12,,,,,,
trump 12 year,,,,,,
trump 20,,,,,,
trump 20 20,,,,,,
trump 20 year,,,,,,
trump 2002,,,,,,
trump 202,,,,,,
trump 2020,0.4411128091213043,0.15830242337545783,0.15830242337545783,0.8047261622231061,0.4411128091213043,0.8047261622231061
trump 2020 2024,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
trump 2020 24,,,,,,
trump 2020 america,,,,,,
trump 2020 baby,,,,,,
trump 2020 biden,,,,,,
trump 2020 brazil,,,,,,
trump 2020 california,,,,,,
trump 2020 cure,,,,,,
trump 2020 denmark,,,,,,
trump 2020 dont,0.704,0.0,0.704,0.704,0.704,0.704
trump 2020 dothefive,,,,,,
trump 2020 drain,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
trump 2020 god,,,,,,
trump 2020 good,,,,,,
trump 2020 landslide,0.43385766067017734,0.15020042233101136,0.15020042233101136,0.6108504002950288,0.8019087881019875,0.6108504002950288
trump 2020 let,,,,,,
trump 2020 maga,,,,,,
trump 2020 make,1.0,0.14192744777405547,0.2694125126761958,0.2694125126761958,1.0,0.42631720794036876
trump 2020 pence,,,,,,
trump 2020 president,,,,,,
trump 2020 red,,,,,,
trump 2020 save,,,,,,
trump 2020 say,0.704,0.0,0.704,0.704,0.704,0.704
trump 2020 tape,,,,,,
trump 2020 thanksdoc,,,,,,
trump 2020 time,,,,,,
trump 2020 trump,0.704,0.704,0.704,0.0,0.704,0.704
trump 2020 vote,,,,,,
trump 2020 way,,,,,,
trump 2020 wheres,,,,,,
trump 2020 world,,,,,,
trump 2020 year,,,,,,
trump 2020 yt,,,,,,
trump 2020 ðÿ,,,,,,
trump 2020â,,,,,,
trump 2020â trump,,,,,,
trump 2020â ðÿ,,,,,,
trump 2020ðÿ,,,,,,
trump 2020ðÿ ðÿ,,,,,,
trump 2021,,,,,,
trump 2024,,,,,,
trump 2024 2028,,,,,,
trump 2029,,,,,,
trump 202q,,,,,,
trump 2030,,,,,,
trump 2032,,,,,,
trump 2q2q,,,,,,
trump 2q2q wwg1wga,,,,,,
trump 365,,,,,,
trump 365 electoral,,,,,,
trump 45,,,,,,
trump 4eva,,,,,,
trump 50,,,,,,
trump _rsbntrump,,,,,,
trump _rsbntrump trump,,,,,,
trump _rsbnusa,,,,,,
trump absolute,,,,,,
trump action,,,,,,
trump actually,,,,,,
trump admin,,,,,,
trump admin glorify,,,,,,
trump administration,,,,,,
trump allow,,,,,,
trump america,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
trump america biden,0.704,0.0,0.704,0.704,0.704,0.704
trump america wake,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
trump america world,,,,,,
trump american,0.704,0.704,0.704,0.0,0.704,0.704
trump american dream,0.704,0.704,0.704,0.0,0.704,0.704
trump americans,,,,,,
trump anti,,,,,,
trump arrive,,,,,,
trump asian,,,,,,
trump asian trump,,,,,,
trump awesome,,,,,,
trump awesome president,,,,,,
trump baby,,,,,,
trump bad,0.704,0.0,0.704,0.704,0.704,0.704
trump bad president,0.704,0.0,0.704,0.704,0.704,0.704
trump balance,,,,,,
trump ban,,,,,,
trump best,0.704,0.0,0.704,0.704,0.704,0.704
trump best president,0.704,0.0,0.704,0.704,0.704,0.704
trump best thing,,,,,,
